"Plot Title: spawning_tank"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10635918, SEN S/N: 10635918)","Intensity, Lux (LGR S/N: 10635918, SEN S/N: 10635918)","Coupler Attached (LGR S/N: 10635918)","Coupler Detached (LGR S/N: 10635918)","Host Connected (LGR S/N: 10635918)","Stopped (LGR S/N: 10635918)","End Of File (LGR S/N: 10635918)"
52,06/05/16 05:45:00 AM,25.902,0.0,,,,,
53,06/05/16 06:00:00 AM,26.000,129.2,,,,,
54,06/05/16 06:15:00 AM,26.000,376.7,,,,,
55,06/05/16 06:30:00 AM,26.097,645.8,,,,,
56,06/05/16 06:45:00 AM,26.097,979.5,,,,,
57,06/05/16 07:00:00 AM,26.195,559.7,,,,,
58,06/05/16 07:15:00 AM,26.195,1377.8,,,,,
59,06/05/16 07:30:00 AM,26.195,904.2,,,,,
60,06/05/16 07:45:00 AM,26.195,850.4,,,,,
61,06/05/16 08:00:00 AM,26.195,1313.2,,,,,
62,06/05/16 08:15:00 AM,26.195,1980.6,,,,,
63,06/05/16 08:30:00 AM,26.292,2152.8,,,,,
64,06/05/16 08:45:00 AM,26.292,2152.8,,,,,
65,06/05/16 09:00:00 AM,26.390,2669.5,,,,,
66,06/05/16 09:15:00 AM,26.585,5166.7,,,,,
67,06/05/16 09:30:00 AM,26.879,15844.5,,,,,
68,06/05/16 09:45:00 AM,27.272,11711.2,,,,,
69,06/05/16 10:00:00 AM,27.075,13089.0,,,,,
70,06/05/16 10:15:00 AM,27.468,11711.2,,,,,
71,06/05/16 10:30:00 AM,27.173,16533.4,,,,,
72,06/05/16 10:45:00 AM,27.075,3100.0,,,,,
73,06/05/16 11:00:00 AM,27.764,11022.3,,,,,
74,06/05/16 11:15:00 AM,27.567,11711.2,,,,,
75,06/05/16 11:30:00 AM,27.862,22044.6,,,,,
76,06/05/16 11:45:00 AM,28.060,11711.2,,,,,
77,06/05/16 12:00:00 PM,28.060,16533.4,,,,,
78,06/05/16 12:15:00 PM,28.159,16533.4,,,,,
79,06/05/16 12:30:00 PM,28.258,24800.2,,,,,
80,06/05/16 12:45:00 PM,28.258,9644.5,,,,,
81,06/05/16 01:00:00 PM,28.357,21355.7,,,,,
82,06/05/16 01:15:00 PM,28.060,13777.9,,,,,
83,06/05/16 01:30:00 PM,27.567,3961.1,,,,,
84,06/05/16 01:45:00 PM,28.258,18600.1,,,,,
85,06/05/16 02:00:00 PM,28.060,16533.4,,,,,
86,06/05/16 02:15:00 PM,27.764,4822.3,,,,,
87,06/05/16 02:30:00 PM,27.961,52355.9,,,,,
88,06/05/16 02:45:00 PM,27.961,13089.0,,,,,
89,06/05/16 03:00:00 PM,27.961,6200.0,,,,,
90,06/05/16 03:15:00 PM,27.961,11022.3,,,,,
91,06/05/16 03:30:00 PM,27.665,7233.4,,,,,
92,06/05/16 03:45:00 PM,27.468,3961.1,,,,,
93,06/05/16 04:00:00 PM,27.665,6200.0,,,,,
94,06/05/16 04:15:00 PM,27.567,4477.8,,,,,
95,06/05/16 04:30:00 PM,27.567,3616.7,,,,,
96,06/05/16 04:45:00 PM,27.567,10677.8,,,,,
97,06/05/16 05:00:00 PM,27.468,4305.6,,,,,
98,06/05/16 05:15:00 PM,27.370,2583.4,,,,,
99,06/05/16 05:30:00 PM,27.173,850.4,,,,,
100,06/05/16 05:45:00 PM,27.075,699.7,,,,,
101,06/05/16 06:00:00 PM,26.977,775.0,,,,,
102,06/05/16 06:15:00 PM,26.977,861.1,,,,,
103,06/05/16 06:30:00 PM,26.879,366.0,,,,,
104,06/05/16 06:45:00 PM,26.781,236.8,,,,,
105,06/05/16 07:00:00 PM,26.781,129.2,,,,,
106,06/05/16 07:15:00 PM,26.683,43.1,,,,,
107,06/05/16 07:30:00 PM,26.683,0.0,,,,,
108,06/05/16 07:45:00 PM,26.683,0.0,,,,,
109,06/05/16 08:00:00 PM,26.683,0.0,,,,,
110,06/05/16 08:15:00 PM,26.585,0.0,,,,,
111,06/05/16 08:30:00 PM,26.585,0.0,,,,,
112,06/05/16 08:45:00 PM,26.585,0.0,,,,,
113,06/05/16 09:00:00 PM,26.488,0.0,,,,,
114,06/05/16 09:15:00 PM,26.585,0.0,,,,,
115,06/05/16 09:30:00 PM,26.585,0.0,,,,,
116,06/05/16 09:45:00 PM,26.585,0.0,,,,,
117,06/05/16 10:00:00 PM,26.585,0.0,,,,,
118,06/05/16 10:15:00 PM,26.585,0.0,,,,,
119,06/05/16 10:30:00 PM,26.488,0.0,,,,,
120,06/05/16 10:45:00 PM,26.488,0.0,,,,,
121,06/05/16 11:00:00 PM,26.488,0.0,,,,,
122,06/05/16 11:15:00 PM,26.488,0.0,,,,,
123,06/05/16 11:30:00 PM,26.488,0.0,,,,,
124,06/05/16 11:45:00 PM,26.488,0.0,,,,,
125,06/06/16 12:00:00 AM,26.488,0.0,,,,,
126,06/06/16 12:15:00 AM,26.488,0.0,,,,,
127,06/06/16 12:30:00 AM,26.390,0.0,,,,,
128,06/06/16 12:45:00 AM,26.292,0.0,,,,,
129,06/06/16 01:00:00 AM,26.292,0.0,,,,,
130,06/06/16 01:15:00 AM,26.488,0.0,,,,,
131,06/06/16 01:30:00 AM,26.585,0.0,,,,,
132,06/06/16 01:45:00 AM,26.683,0.0,,,,,
133,06/06/16 02:00:00 AM,26.683,0.0,,,,,
134,06/06/16 02:15:00 AM,26.781,0.0,,,,,
135,06/06/16 02:30:00 AM,26.781,0.0,,,,,
136,06/06/16 02:45:00 AM,26.683,0.0,,,,,
137,06/06/16 03:00:00 AM,26.683,0.0,,,,,
138,06/06/16 03:15:00 AM,26.585,0.0,,,,,
139,06/06/16 03:30:00 AM,26.585,0.0,,,,,
140,06/06/16 03:45:00 AM,26.585,0.0,,,,,
141,06/06/16 04:00:00 AM,26.488,0.0,,,,,
142,06/06/16 04:15:00 AM,26.488,0.0,,,,,
143,06/06/16 04:30:00 AM,26.488,0.0,,,,,
144,06/06/16 04:45:00 AM,26.488,0.0,,,,,
145,06/06/16 05:00:00 AM,26.488,0.0,,,,,
146,06/06/16 05:15:00 AM,26.488,0.0,,,,,
147,06/06/16 05:30:00 AM,26.390,0.0,,,,,
148,06/06/16 05:45:00 AM,26.488,0.0,,,,,
149,06/06/16 06:00:00 AM,26.488,409.0,,,,,
150,06/06/16 06:15:00 AM,26.585,2583.4,,,,,
151,06/06/16 06:30:00 AM,26.488,581.3,,,,,
152,06/06/16 06:45:00 AM,26.488,1302.4,,,,,
153,06/06/16 07:00:00 AM,26.585,1151.7,,,,,
154,06/06/16 07:15:00 AM,26.585,1162.5,,,,,
155,06/06/16 07:30:00 AM,26.585,1463.9,,,,,
156,06/06/16 07:45:00 AM,26.683,2755.6,,,,,
157,06/06/16 08:00:00 AM,26.781,2583.4,,,,,
158,06/06/16 08:15:00 AM,26.781,3100.0,,,,,
159,06/06/16 08:30:00 AM,26.879,3616.7,,,,,
160,06/06/16 08:45:00 AM,26.977,4133.4,,,,,
161,06/06/16 09:00:00 AM,26.977,4650.0,,,,,
162,06/06/16 09:15:00 AM,27.075,5338.9,,,,,
163,06/06/16 09:30:00 AM,27.272,8611.2,,,,,
164,06/06/16 09:45:00 AM,27.272,5338.9,,,,,
165,06/06/16 10:00:00 AM,27.173,3616.7,,,,,
166,06/06/16 10:15:00 AM,27.370,16533.4,,,,,
167,06/06/16 10:30:00 AM,27.173,5338.9,,,,,
168,06/06/16 10:45:00 AM,27.173,3444.5,,,,,
169,06/06/16 11:00:00 AM,27.075,3100.0,,,,,
170,06/06/16 11:15:00 AM,27.075,3961.1,,,,,
171,06/06/16 11:30:00 AM,27.272,4133.4,,,,,
172,06/06/16 11:45:00 AM,27.173,5511.1,,,,,
173,06/06/16 12:00:00 PM,27.370,5166.7,,,,,
174,06/06/16 12:15:00 PM,27.764,20666.8,,,,,
175,06/06/16 12:30:00 PM,28.754,38578.0,,,,,
176,06/06/16 12:45:00 PM,27.665,11711.2,,,,,
177,06/06/16 01:00:00 PM,27.961,14466.8,,,,,
178,06/06/16 01:15:00 PM,27.665,16533.4,,,,,
179,06/06/16 01:30:00 PM,27.665,5166.7,,,,,
180,06/06/16 01:45:00 PM,27.370,3788.9,,,,,
181,06/06/16 02:00:00 PM,27.370,5511.1,,,,,
182,06/06/16 02:15:00 PM,27.370,6200.0,,,,,
183,06/06/16 02:30:00 PM,27.567,9644.5,,,,,
184,06/06/16 02:45:00 PM,27.665,10677.8,,,,,
185,06/06/16 03:00:00 PM,27.665,9300.1,,,,,
186,06/06/16 03:15:00 PM,27.567,7577.8,,,,,
187,06/06/16 03:30:00 PM,27.370,4650.0,,,,,
188,06/06/16 03:45:00 PM,27.272,4477.8,,,,,
189,06/06/16 04:00:00 PM,27.075,3444.5,,,,,
190,06/06/16 04:15:00 PM,27.075,3272.2,,,,,
191,06/06/16 04:30:00 PM,27.075,2325.0,,,,,
192,06/06/16 04:45:00 PM,26.977,1463.9,,,,,
193,06/06/16 05:00:00 PM,26.977,2238.9,,,,,
194,06/06/16 05:15:00 PM,26.977,2755.6,,,,,
195,06/06/16 05:30:00 PM,26.977,2238.9,,,,,
196,06/06/16 05:45:00 PM,26.879,2152.8,,,,,
197,06/06/16 06:00:00 PM,26.879,1550.0,,,,,
198,06/06/16 06:15:00 PM,26.977,4822.3,,,,,
199,06/06/16 06:30:00 PM,26.879,2497.2,,,,,
200,06/06/16 06:45:00 PM,26.683,301.4,,,,,
201,06/06/16 07:00:00 PM,26.585,107.6,,,,,
202,06/06/16 07:15:00 PM,26.585,21.5,,,,,
203,06/06/16 07:30:00 PM,26.585,0.0,,,,,
204,06/06/16 07:45:00 PM,26.585,0.0,,,,,
205,06/06/16 08:00:00 PM,26.488,0.0,,,,,
206,06/06/16 08:15:00 PM,26.488,0.0,,,,,
207,06/06/16 08:30:00 PM,26.488,0.0,,,,,
208,06/06/16 08:45:00 PM,26.390,0.0,,,,,
209,06/06/16 09:00:00 PM,26.390,0.0,,,,,
210,06/06/16 09:15:00 PM,26.390,0.0,,,,,
211,06/06/16 09:30:00 PM,26.390,0.0,,,,,
212,06/06/16 09:45:00 PM,26.390,0.0,,,,,
213,06/06/16 10:00:00 PM,26.390,0.0,,,,,
214,06/06/16 10:15:00 PM,26.390,0.0,,,,,
215,06/06/16 10:30:00 PM,26.390,0.0,,,,,
216,06/06/16 10:45:00 PM,26.390,0.0,,,,,
217,06/06/16 11:00:00 PM,26.488,0.0,,,,,
218,06/06/16 11:15:00 PM,26.488,0.0,,,,,
219,06/06/16 11:30:00 PM,26.488,0.0,,,,,
220,06/06/16 11:45:00 PM,26.488,0.0,,,,,
221,06/07/16 12:00:00 AM,26.488,0.0,,,,,
222,06/07/16 12:15:00 AM,26.488,0.0,,,,,
223,06/07/16 12:30:00 AM,26.390,0.0,,,,,
224,06/07/16 12:45:00 AM,26.390,0.0,,,,,
225,06/07/16 01:00:00 AM,26.390,0.0,,,,,
226,06/07/16 01:15:00 AM,26.390,0.0,,,,,
227,06/07/16 01:30:00 AM,26.390,0.0,,,,,
228,06/07/16 01:45:00 AM,26.390,0.0,,,,,
229,06/07/16 02:00:00 AM,26.390,0.0,,,,,
230,06/07/16 02:15:00 AM,26.390,0.0,,,,,
231,06/07/16 02:30:00 AM,26.390,0.0,,,,,
232,06/07/16 02:45:00 AM,26.390,0.0,,,,,
233,06/07/16 03:00:00 AM,26.292,0.0,,,,,
234,06/07/16 03:15:00 AM,26.292,0.0,,,,,
235,06/07/16 03:30:00 AM,26.292,0.0,,,,,
236,06/07/16 03:45:00 AM,26.292,0.0,,,,,
237,06/07/16 04:00:00 AM,26.195,0.0,,,,,
238,06/07/16 04:15:00 AM,26.195,0.0,,,,,
239,06/07/16 04:30:00 AM,26.195,0.0,,,,,
240,06/07/16 04:45:00 AM,26.195,0.0,,,,,
241,06/07/16 05:00:00 AM,26.195,0.0,,,,,
242,06/07/16 05:15:00 AM,26.195,0.0,,,,,
243,06/07/16 05:30:00 AM,26.195,0.0,,,,,
244,06/07/16 05:45:00 AM,26.195,0.0,,,,,
245,06/07/16 06:00:00 AM,26.195,64.6,,,,,
246,06/07/16 06:15:00 AM,26.195,236.8,,,,,
247,06/07/16 06:30:00 AM,26.195,742.7,,,,,
248,06/07/16 06:45:00 AM,26.195,1141.0,,,,,
249,06/07/16 07:00:00 AM,26.195,936.5,,,,,
250,06/07/16 07:15:00 AM,26.195,1194.8,,,,,
251,06/07/16 07:30:00 AM,26.195,1636.1,,,,,
252,06/07/16 07:45:00 AM,26.292,1894.5,,,,,
253,06/07/16 08:00:00 AM,26.292,2497.2,,,,,
254,06/07/16 08:15:00 AM,26.292,2927.8,,,,,
255,06/07/16 08:30:00 AM,26.390,4133.4,,,,,
256,06/07/16 08:45:00 AM,26.488,4994.5,,,,,
257,06/07/16 09:00:00 AM,26.585,5338.9,,,,,
258,06/07/16 09:15:00 AM,26.585,6200.0,,,,,
259,06/07/16 09:30:00 AM,26.781,6544.5,,,,,
260,06/07/16 09:45:00 AM,26.977,10333.4,,,,,
261,06/07/16 10:00:00 AM,26.879,8266.7,,,,,
262,06/07/16 10:15:00 AM,27.173,15844.5,,,,,
263,06/07/16 10:30:00 AM,26.781,2583.4,,,,,
264,06/07/16 10:45:00 AM,27.272,15155.7,,,,,
265,06/07/16 11:00:00 AM,27.272,14466.8,,,,,
266,06/07/16 11:15:00 AM,27.370,13777.9,,,,,
267,06/07/16 11:30:00 AM,27.468,12400.1,,,,,
268,06/07/16 11:45:00 AM,27.173,4994.5,,,,,
269,06/07/16 12:00:00 PM,27.370,5166.7,,,,,
270,06/07/16 12:15:00 PM,27.173,14466.8,,,,,
271,06/07/16 12:30:00 PM,27.272,4650.0,,,,,
272,06/07/16 12:45:00 PM,27.468,17222.3,,,,,
273,06/07/16 01:00:00 PM,26.977,10333.4,,,,,
274,06/07/16 01:15:00 PM,27.567,13777.9,,,,,
275,06/07/16 01:30:00 PM,27.665,42711.4,,,,,
276,06/07/16 01:45:00 PM,27.468,37200.2,,,,,
277,06/07/16 02:00:00 PM,27.468,28933.5,,,,,
278,06/07/16 02:15:00 PM,27.567,19289.0,,,,,
279,06/07/16 02:30:00 PM,27.567,19977.9,,,,,
280,06/07/16 02:45:00 PM,27.567,8611.2,,,,,
281,06/07/16 03:00:00 PM,27.567,11711.2,,,,,
282,06/07/16 03:15:00 PM,27.468,13089.0,,,,,
283,06/07/16 03:30:00 PM,27.370,12400.1,,,,,
284,06/07/16 03:45:00 PM,27.173,5166.7,,,,,
285,06/07/16 04:00:00 PM,27.173,7233.4,,,,,
286,06/07/16 04:15:00 PM,26.977,3788.9,,,,,
287,06/07/16 04:30:00 PM,26.781,2927.8,,,,,
288,06/07/16 04:45:00 PM,26.781,4822.3,,,,,
289,06/07/16 05:00:00 PM,26.683,1636.1,,,,,
290,06/07/16 05:15:00 PM,26.585,1636.1,,,,,
291,06/07/16 05:30:00 PM,26.585,1270.1,,,,,
292,06/07/16 05:45:00 PM,26.488,1108.7,,,,,
293,06/07/16 06:00:00 PM,26.488,764.2,,,,,
294,06/07/16 06:15:00 PM,26.390,613.5,,,,,
295,06/07/16 06:30:00 PM,26.390,355.2,,,,,
296,06/07/16 06:45:00 PM,26.292,172.2,,,,,
297,06/07/16 07:00:00 PM,26.292,129.2,,,,,
298,06/07/16 07:15:00 PM,26.195,32.3,,,,,
299,06/07/16 07:30:00 PM,26.195,0.0,,,,,
300,06/07/16 07:45:00 PM,26.195,0.0,,,,,
301,06/07/16 08:00:00 PM,26.097,0.0,,,,,
302,06/07/16 08:15:00 PM,26.000,0.0,,,,,
303,06/07/16 08:30:00 PM,26.000,0.0,,,,,
304,06/07/16 08:45:00 PM,26.000,0.0,,,,,
305,06/07/16 09:00:00 PM,26.000,0.0,,,,,
306,06/07/16 09:15:00 PM,26.000,0.0,,,,,
307,06/07/16 09:30:00 PM,25.902,0.0,,,,,
308,06/07/16 09:45:00 PM,25.902,0.0,,,,,
309,06/07/16 10:00:00 PM,25.902,0.0,,,,,
310,06/07/16 10:15:00 PM,25.902,0.0,,,,,
311,06/07/16 10:30:00 PM,25.902,0.0,,,,,
312,06/07/16 10:45:00 PM,26.000,0.0,,,,,
313,06/07/16 11:00:00 PM,26.000,0.0,,,,,
314,06/07/16 11:15:00 PM,26.000,0.0,,,,,
315,06/07/16 11:30:00 PM,26.000,0.0,,,,,
316,06/07/16 11:45:00 PM,26.000,0.0,,,,,
317,06/08/16 12:00:00 AM,26.000,0.0,,,,,
318,06/08/16 12:15:00 AM,26.097,0.0,,,,,
319,06/08/16 12:30:00 AM,26.097,0.0,,,,,
320,06/08/16 12:45:00 AM,26.000,0.0,,,,,
321,06/08/16 01:00:00 AM,26.000,0.0,,,,,
322,06/08/16 01:15:00 AM,26.000,0.0,,,,,
323,06/08/16 01:30:00 AM,26.000,0.0,,,,,
324,06/08/16 01:45:00 AM,26.000,0.0,,,,,
325,06/08/16 02:00:00 AM,26.000,0.0,,,,,
326,06/08/16 02:15:00 AM,26.000,0.0,,,,,
327,06/08/16 02:30:00 AM,25.902,0.0,,,,,
328,06/08/16 02:45:00 AM,25.902,0.0,,,,,
329,06/08/16 03:00:00 AM,25.902,0.0,,,,,
330,06/08/16 03:15:00 AM,25.902,0.0,,,,,
331,06/08/16 03:30:00 AM,26.000,0.0,,,,,
332,06/08/16 03:45:00 AM,25.902,0.0,,,,,
333,06/08/16 04:00:00 AM,25.902,0.0,,,,,
334,06/08/16 04:15:00 AM,25.902,0.0,,,,,
335,06/08/16 04:30:00 AM,25.902,0.0,,,,,
336,06/08/16 04:45:00 AM,25.902,0.0,,,,,
337,06/08/16 05:00:00 AM,25.902,0.0,,,,,
338,06/08/16 05:15:00 AM,25.902,0.0,,,,,
339,06/08/16 05:30:00 AM,25.902,0.0,,,,,
340,06/08/16 05:45:00 AM,25.805,10.8,,,,,
341,06/08/16 06:00:00 AM,25.805,96.9,,,,,
342,06/08/16 06:15:00 AM,25.805,322.9,,,,,
343,06/08/16 06:30:00 AM,25.902,452.1,,,,,
344,06/08/16 06:45:00 AM,25.902,538.2,,,,,
345,06/08/16 07:00:00 AM,26.000,1550.0,,,,,
346,06/08/16 07:15:00 AM,26.097,1980.6,,,,,
347,06/08/16 07:30:00 AM,26.390,4994.5,,,,,
348,06/08/16 07:45:00 AM,26.195,2238.9,,,,,
349,06/08/16 08:00:00 AM,26.195,2669.5,,,,,
350,06/08/16 08:15:00 AM,26.195,1636.1,,,,,
351,06/08/16 08:30:00 AM,26.292,2325.0,,,,,
352,06/08/16 08:45:00 AM,26.292,4650.0,,,,,
353,06/08/16 09:00:00 AM,26.292,3444.5,,,,,
354,06/08/16 09:15:00 AM,26.292,1980.6,,,,,
355,06/08/16 09:30:00 AM,26.292,2927.8,,,,,
356,06/08/16 09:45:00 AM,26.390,1980.6,,,,,
357,06/08/16 10:00:00 AM,26.390,2066.7,,,,,
358,06/08/16 10:15:00 AM,26.488,5166.7,,,,,
359,06/08/16 10:30:00 AM,26.781,3444.5,,,,,
360,06/08/16 10:45:00 AM,26.488,5511.1,,,,,
361,06/08/16 11:00:00 AM,26.781,4650.0,,,,,
362,06/08/16 11:15:00 AM,26.488,2669.5,,,,,
363,06/08/16 11:30:00 AM,26.390,3100.0,,,,,
364,06/08/16 11:45:00 AM,26.585,11711.2,,,,,
365,06/08/16 12:00:00 PM,26.390,3616.7,,,,,
366,06/08/16 12:15:00 PM,26.390,2927.8,,,,,
367,06/08/16 12:30:00 PM,26.683,8611.2,,,,,
368,06/08/16 12:45:00 PM,26.585,3616.7,,,,,
369,06/08/16 01:00:00 PM,26.390,3100.0,,,,,
370,06/08/16 01:15:00 PM,26.390,2583.4,,,,,
371,06/08/16 01:30:00 PM,26.292,2238.9,,,,,
372,06/08/16 01:45:00 PM,26.292,3444.5,,,,,
373,06/08/16 02:00:00 PM,26.390,3444.5,,,,,
374,06/08/16 02:15:00 PM,26.390,5166.7,,,,,
375,06/08/16 02:30:00 PM,26.390,2583.4,,,,,
376,06/08/16 02:45:00 PM,26.488,3616.7,,,,,
377,06/08/16 03:00:00 PM,26.390,2152.8,,,,,
378,06/08/16 03:15:00 PM,26.488,3444.5,,,,,
379,06/08/16 03:30:00 PM,26.488,4305.6,,,,,
380,06/08/16 03:45:00 PM,26.781,16533.4,,,,,
381,06/08/16 04:00:00 PM,26.879,11022.3,,,,,
382,06/08/16 04:15:00 PM,26.683,2755.6,,,,,
383,06/08/16 04:30:00 PM,26.781,3616.7,,,,,
384,06/08/16 04:45:00 PM,26.585,2152.8,,,,,
385,06/08/16 05:00:00 PM,26.683,3616.7,,,,,
386,06/08/16 05:15:00 PM,26.683,4994.5,,,,,
387,06/08/16 05:30:00 PM,26.683,2669.5,,,,,
388,06/08/16 05:45:00 PM,26.781,6544.5,,,,,
389,06/08/16 06:00:00 PM,26.488,452.1,,,,,
390,06/08/16 06:15:00 PM,26.488,549.0,,,,,
391,06/08/16 06:30:00 PM,26.390,430.6,,,,,
392,06/08/16 06:45:00 PM,26.390,247.6,,,,,
393,06/08/16 07:00:00 PM,26.390,86.1,,,,,
394,06/08/16 07:15:00 PM,26.390,21.5,,,,,
395,06/08/16 07:30:00 PM,26.292,0.0,,,,,
396,06/08/16 07:45:00 PM,26.292,0.0,,,,,
397,06/08/16 08:00:00 PM,26.292,0.0,,,,,
398,06/08/16 08:15:00 PM,26.292,0.0,,,,,
399,06/08/16 08:30:00 PM,26.195,0.0,,,,,
400,06/08/16 08:45:00 PM,26.195,0.0,,,,,
401,06/08/16 09:00:00 PM,26.195,0.0,,,,,
402,06/08/16 09:15:00 PM,26.292,0.0,,,,,
403,06/08/16 09:30:00 PM,26.292,0.0,,,,,
404,06/08/16 09:45:00 PM,26.292,0.0,,,,,
405,06/08/16 10:00:00 PM,26.292,0.0,,,,,
406,06/08/16 10:15:00 PM,26.292,0.0,,,,,
407,06/08/16 10:30:00 PM,26.292,0.0,,,,,
408,06/08/16 10:45:00 PM,26.292,0.0,,,,,
409,06/08/16 11:00:00 PM,26.292,0.0,,,,,
410,06/08/16 11:15:00 PM,26.292,0.0,,,,,
411,06/08/16 11:30:00 PM,26.195,0.0,,,,,
412,06/08/16 11:45:00 PM,26.195,0.0,,,,,
413,06/09/16 12:00:00 AM,26.195,0.0,,,,,
414,06/09/16 12:15:00 AM,26.195,0.0,,,,,
415,06/09/16 12:30:00 AM,26.195,0.0,,,,,
416,06/09/16 12:45:00 AM,26.195,0.0,,,,,
417,06/09/16 01:00:00 AM,26.195,0.0,,,,,
418,06/09/16 01:15:00 AM,26.097,0.0,,,,,
419,06/09/16 01:30:00 AM,26.097,0.0,,,,,
420,06/09/16 01:45:00 AM,26.097,0.0,,,,,
421,06/09/16 02:00:00 AM,26.097,0.0,,,,,
422,06/09/16 02:15:00 AM,26.097,0.0,,,,,
423,06/09/16 02:30:00 AM,26.000,0.0,,,,,
424,06/09/16 02:45:00 AM,26.000,0.0,,,,,
425,06/09/16 03:00:00 AM,25.902,0.0,,,,,
426,06/09/16 03:15:00 AM,25.902,0.0,,,,,
427,06/09/16 03:30:00 AM,25.902,0.0,,,,,
428,06/09/16 03:45:00 AM,25.902,0.0,,,,,
429,06/09/16 04:00:00 AM,26.000,0.0,,,,,
430,06/09/16 04:15:00 AM,26.000,0.0,,,,,
431,06/09/16 04:30:00 AM,26.000,0.0,,,,,
432,06/09/16 04:45:00 AM,25.902,0.0,,,,,
433,06/09/16 05:00:00 AM,26.000,0.0,,,,,
434,06/09/16 05:15:00 AM,25.902,0.0,,,,,
435,06/09/16 05:30:00 AM,25.902,0.0,,,,,
436,06/09/16 05:45:00 AM,25.902,0.0,,,,,
437,06/09/16 06:00:00 AM,25.902,32.3,,,,,
438,06/09/16 06:15:00 AM,25.902,107.6,,,,,
439,06/09/16 06:30:00 AM,26.000,172.2,,,,,
440,06/09/16 06:45:00 AM,26.097,269.1,,,,,
441,06/09/16 07:00:00 AM,26.097,312.2,,,,,
442,06/09/16 07:15:00 AM,26.097,807.3,,,,,
443,06/09/16 07:30:00 AM,26.097,1313.2,,,,,
444,06/09/16 07:45:00 AM,26.097,1463.9,,,,,
445,06/09/16 08:00:00 AM,26.097,1808.3,,,,,
446,06/09/16 08:15:00 AM,26.097,1894.5,,,,,
447,06/09/16 08:30:00 AM,26.195,2755.6,,,,,
