"","x"
"66","TRINITY_DN77076_c0_g2_i3"
"67","TRINITY_DN72415_c2_g2_i4"
"68","TRINITY_DN73973_c0_g1_i1"
"69","TRINITY_DN68937_c4_g1_i1"
"70","TRINITY_DN85516_c7_g2_i10"
"71","TRINITY_DN79439_c0_g2_i1"
"72","TRINITY_DN84782_c0_g2_i3"
"73","TRINITY_DN83588_c1_g1_i7"
"74","TRINITY_DN76219_c2_g1_i1"
"75","TRINITY_DN69935_c2_g2_i6"
"76","TRINITY_DN69966_c5_g2_i4"
"77","TRINITY_DN80087_c4_g1_i4"
"78","TRINITY_DN81356_c0_g1_i12"
"79","TRINITY_DN80659_c1_g1_i9"
"80","TRINITY_DN79668_c3_g5_i2"
"81","TRINITY_DN81069_c3_g1_i14"
"82","TRINITY_DN83612_c0_g2_i1"
"83","TRINITY_DN72245_c3_g1_i1"
"84","TRINITY_DN75006_c0_g7_i5"
"85","TRINITY_DN74788_c7_g1_i4"
"86","TRINITY_DN85469_c4_g3_i4"
"87","TRINITY_DN81056_c1_g4_i1"
"88","TRINITY_DN68648_c2_g2_i2"
"89","TRINITY_DN84316_c1_g1_i19"
"90","TRINITY_DN73057_c0_g1_i1"
"91","TRINITY_DN83271_c0_g1_i7"
"92","TRINITY_DN73003_c1_g3_i1"
"93","TRINITY_DN83046_c4_g2_i3"
"94","TRINITY_DN70605_c3_g3_i4"
"95","TRINITY_DN76681_c5_g2_i2"
"96","TRINITY_DN82116_c0_g1_i1"
"97","TRINITY_DN85942_c1_g1_i10"
"98","TRINITY_DN74375_c6_g3_i5"
"99","TRINITY_DN66245_c1_g4_i1"
"100","TRINITY_DN83881_c4_g2_i10"
"101","TRINITY_DN78574_c1_g2_i1"
"102","TRINITY_DN72731_c1_g2_i1"
"103","TRINITY_DN81014_c1_g1_i2"
"104","TRINITY_DN83710_c3_g1_i9"
"105","TRINITY_DN82590_c1_g3_i1"
"106","TRINITY_DN75401_c1_g3_i5"
"107","TRINITY_DN75553_c3_g6_i2"
"108","TRINITY_DN84215_c1_g1_i3"
"109","TRINITY_DN57574_c0_g1_i3"
"110","TRINITY_DN73724_c1_g1_i3"
"111","TRINITY_DN80435_c0_g5_i1"
"112","TRINITY_DN69412_c4_g3_i3"
"113","TRINITY_DN78884_c3_g5_i4"
"114","TRINITY_DN81954_c1_g1_i3"
"115","TRINITY_DN83628_c1_g1_i11"
"116","TRINITY_DN72696_c1_g1_i9"
"117","TRINITY_DN74781_c5_g1_i4"
"118","TRINITY_DN66074_c1_g2_i3"
"119","TRINITY_DN80272_c0_g2_i2"
"120","TRINITY_DN65693_c0_g2_i1"
"121","TRINITY_DN83357_c2_g1_i6"
"122","TRINITY_DN81659_c4_g1_i32"
"123","TRINITY_DN85119_c0_g1_i2"
"124","TRINITY_DN80865_c1_g3_i1"
"125","TRINITY_DN66747_c5_g3_i1"
"126","TRINITY_DN72650_c4_g1_i12"
"127","TRINITY_DN76798_c1_g1_i1"
"128","TRINITY_DN77895_c4_g2_i1"
"129","TRINITY_DN75380_c3_g1_i1"
"130","TRINITY_DN81954_c1_g3_i6"
"131","TRINITY_DN79410_c1_g1_i11"
"132","TRINITY_DN67557_c3_g6_i6"
"133","TRINITY_DN74604_c1_g1_i5"
"134","TRINITY_DN79385_c5_g1_i15"
"135","TRINITY_DN83859_c4_g4_i6"
"136","TRINITY_DN74753_c1_g1_i1"
"137","TRINITY_DN78909_c1_g3_i1"
"138","TRINITY_DN84215_c1_g1_i1"
"139","TRINITY_DN82344_c2_g1_i3"
"140","TRINITY_DN76282_c3_g7_i1"
"141","TRINITY_DN80108_c0_g1_i4"
"142","TRINITY_DN70823_c4_g2_i6"
"143","TRINITY_DN80108_c0_g1_i6"
"144","TRINITY_DN81815_c3_g3_i2"
"145","TRINITY_DN83811_c2_g4_i2"
"146","TRINITY_DN81508_c1_g3_i6"
"147","TRINITY_DN81056_c1_g3_i1"
"148","TRINITY_DN68033_c0_g2_i2"
"149","TRINITY_DN66556_c0_g2_i1"
"150","TRINITY_DN81771_c2_g1_i12"
"151","TRINITY_DN79906_c4_g1_i2"
"152","TRINITY_DN79053_c2_g2_i6"
"153","TRINITY_DN79512_c1_g1_i5"
"154","TRINITY_DN78588_c1_g1_i6"
"155","TRINITY_DN80986_c0_g1_i3"
"156","TRINITY_DN78351_c3_g5_i1"
"157","TRINITY_DN80074_c2_g1_i9"
"158","TRINITY_DN74788_c7_g1_i3"
"159","TRINITY_DN84285_c0_g1_i18"
"160","TRINITY_DN77267_c2_g1_i18"
"161","TRINITY_DN84675_c1_g2_i19"
"162","TRINITY_DN79123_c1_g2_i5"
"163","TRINITY_DN72650_c4_g1_i5"
"164","TRINITY_DN75441_c3_g1_i3"
"165","TRINITY_DN70385_c6_g1_i1"
