T4-1	T5-1	T7-1	T4-6	T5-6	T7-6	T4-8	T5-8	T7-8
TRINITY_DN35636_c0_g1_i1	6.08046580284346	6.04194382997017	5.01756564301437	7.56510207836031	5.91767043436176	7.10697638834626	8.33482299153567	7.78206121735176	6.53872438591015
TRINITY_DN4354_c0_g2_i1	4.16575118401426	4.47372198238369	3.95800743316478	0	2.83592407425437	0	5.64627788378955	5.21112903770416	4.74232964883264
TRINITY_DN357_c0_g2_i1	9.64991179899685	10.0636202320102	8.73950385576009	10.6019666622748	8.38373452828082	9.61495088654189	11.4637195121646	10.3685271960075	8.90251078475626
TRINITY_DN23635_c0_g1_i1	5.69189702631687	6.0883748453788	5.82560756878171	1.38183708390605	1.2190910582462	0	5.14917805713085	6.21424139776223	5.73061278626282
TRINITY_DN5381_c3_g3_i1	7.69320814891002	5.53912778507461	6.90032343138174	7.06677807433902	7.72344251869167	8.74645385768116	6.4594316186373	5.62392537360583	8.100488889831
TRINITY_DN2666_c0_g1_i1	4.34738219131511	4.37114062951992	2.52656966049778	4.93767395193714	3.50296701931903	4.17400685748892	6.08527592590025	4.82827614428063	4.54101915313356
TRINITY_DN31017_c0_g1_i1	7.24944534108584	6.12016528708604	5.33685463912547	0	0	0	0	0	0
TRINITY_DN31761_c0_g1_i1	5.71237567288067	6.67170381405404	6.26852796509566	5.41518401555378	5.59925827534838	6.11103131238874	4.10148199838225	4.97718832090673	5.79732431726998
TRINITY_DN33335_c0_g1_i1	4.81557542886257	3.85539177160777	4.81578034258224	0	0	0	1.41034110461409	0	1.42814239097833
TRINITY_DN5385_c0_g3_i1	7.37199439319365	8.22582439762041	7.12407994363635	8.88839622987814	6.79164479195724	7.97790953393025	9.66673706709047	9.10558118127744	8.26133335259179
TRINITY_DN6127_c0_g1_i1	9.24045744674278	8.26309076000817	7.44037088472281	8.50668841422438	9.32489384034764	8.51488760099794	8.76006122968783	9.09023418328146	6.79207446192887
TRINITY_DN4314_c0_g1_i2	0	3.8621537954829	0	0	0	0	0	0	0
TRINITY_DN1714_c0_g1_i1	7.38619877461789	6.39682737570654	3.59979385212224	8.14911199070689	6.61732787251543	5.68344382021596	8.58883454291426	7.7207299209211	7.0891697274587
TRINITY_DN21961_c0_g1_i1	4.78507968972467	6.47647890093885	5.24382138448148	7.49543134785553	6.38622464629095	6.17594369621402	7.38800005903285	6.36800001067377	7.39363070783942
TRINITY_DN38373_c0_g1_i1	6.11207455130967	5.62535817076857	3.96180851473748	7.18771826834416	5.45792255758421	5.9608823446852	7.50837318757461	6.82070232319775	5.7951175473263
TRINITY_DN4521_c0_g1_i1	5.80967167790706	7.27727809989061	5.85939811988425	0	0	0	6.6427593246821	6.44926422146442	7.06910063192283
TRINITY_DN30462_c0_g1_i1	5.56943033027484	5.52193016090923	4.56053154937973	6.38629363515099	5.07484791590017	6.2137360959228	7.59905738278775	6.62024915573114	6.41781876723877
TRINITY_DN8121_c0_g1_i1	6.0898159087473	5.10118781525974	5.51642494534214	6.4678989497466	6.16625348368053	5.73226919950145	0	0	0
TRINITY_DN37954_c0_g1_i1	6.02664516045657	5.99550713147523	4.90149445504758	7.20733651050177	5.4820415419856	6.95813507089283	7.98503926799278	6.78032322393856	5.59308480938683
TRINITY_DN35397_c0_g1_i1	4.93206117134342	4.82430962034426	3.58748501048987	6.04415365014531	4.24336442569366	5.33796079517851	6.69191098070202	5.38463699130104	4.70254673306474
TRINITY_DN4171_c0_g2_i1	0	2.68549168868455	3.88674522474211	2.12730310578213	2.88752527074159	3.75958197323355	4.23020301336642	4.44764531304672	3.90168752229991
TRINITY_DN2837_c0_g2_i1	5.84997424719933	4.55206961099079	5.57382893290058	5.38020995152595	5.39595392327344	5.2364926183813	0	0	0
TRINITY_DN24125_c0_g1_i1	6.24707303312062	7.23474080461551	8.47928311538365	6.80298157137618	8.47225623932262	8.17951105027151	5.87590290312483	7.99405921022247	8.86048798568851
TRINITY_DN36047_c0_g1_i1	6.76938827410395	6.61270634620754	5.57939137064274	7.77595918477133	6.74048238191389	6.85671186039023	6.41396635150775	5.02094661351356	6.41989278030091
TRINITY_DN39178_c0_g1_i1	7.60768539498224	7.95421376223746	6.96158860318095	2.39369076418745	0	0	0	0	0
TRINITY_DN7475_c0_g2_i1	4.11002909279937	0	1.13093086982645	0	0	0	6.34235917764046	5.41383099204049	4.6756465908304
TRINITY_DN1214_c0_g1_i1	5.41006969175638	6.22220563176193	6.22960714829273	3.92837032301897	2.31179371775365	4.23081784186108	7.30830262097233	6.46242865339581	7.21561065323407
TRINITY_DN31866_c0_g1_i1	5.47339729239044	5.87004408505805	4.71561885907482	7.07659116036561	5.13733957181602	5.89510869767674	7.27032336237856	6.73263552588319	6.16832111573972
TRINITY_DN21569_c0_g1_i1	5.53003952012822	8.54118569175643	4.5223696719685	4.16438404348467	3.53679892889127	5.71196288066022	6.78826808286684	0	4.42901332070046
TRINITY_DN3922_c0_g2_i1	7.47986916686657	7.68462240099646	6.52393826220379	6.60350766082095	6.39828195564336	5.89581154694577	0	0	0
TRINITY_DN3767_c0_g1_i1	6.39693010005858	6.10125085955044	7.40122939677199	5.52114498654708	6.6035521685271	6.81004458528147	4.84498815668261	5.99641134487716	5.90566378335466
TRINITY_DN33483_c0_g1_i1	6.89486625644389	5.92155534442949	5.32250505751888	7.77960774301867	5.40091358250628	7.02595897968697	8.47287357580958	7.8116058915512	7.11378383173029
TRINITY_DN31552_c0_g1_i1	5.93983775970765	4.79955361918722	3.03262985192717	6.25082896679193	5.14677739640424	5.7248685146864	7.90574800970119	6.2773710995903	5.77360079528254
TRINITY_DN5371_c1_g2_i1	5.50073832837061	5.6388268549053	5.10706011020335	2.27976842159359	1.37740143078579	3.00863030514344	3.03121873061072	3.55753262765066	3.06350294230616
TRINITY_DN24242_c0_g1_i1	5.35723528069911	4.79186615307519	3.54880649908363	6.52026508364357	4.17040581965736	4.91058876891868	7.60867620113798	6.35485763236331	5.93113934410056
TRINITY_DN5421_c5_g4_i7	0.0143552929770701	0	2.60145882061735	0	0	2.44652092029318	0	0	0.452068230223811
TRINITY_DN37900_c0_g1_i1	5.29836505506124	5.57443458562075	5.70675155361712	3.4503534839162	3.21210237168671	3.35092150676691	2.02431967919541	0	2.06832686143451
TRINITY_DN11387_c0_g1_i1	5.64397160076162	4.25171909260596	5.88667207380157	5.34294580163707	5.43756067110022	5.66080885114625	0	0	0
TRINITY_DN923_c0_g1_i1	5.14588121129242	0	5.64685387894268	6.65320336203398	6.12507245301969	5.50092949398661	4.10433665981474	5.26749834444029	5.14653303748752
TRINITY_DN25008_c0_g1_i1	4.97856174947575	3.85927386637747	3.04526821513853	5.64699784180599	4.91833852548816	5.43812647955095	6.66779280173572	5.60436789989375	5.25866966866848
TRINITY_DN5365_c1_g5_i1	7.10088306234453	7.18437948621294	7.39903433899334	7.39569692482716	7.84823483142954	8.22041218770119	5.97211821838414	6.63501428345949	6.7028929870783
TRINITY_DN23246_c0_g1_i1	6.5126061605049	6.47806579277635	4.97485048745893	5.34294580163707	4.79275125805595	6.06574462512514	3.34964835324329	3.44334142580323	3.02059109477325
TRINITY_DN5379_c1_g5_i2	4.78350903885003	5.16075887605024	4.23771666769931	1.94934816428856	0	0	1.29572302453997	1.47612241988015	1.77357442277131
TRINITY_DN5351_c2_g4_i1	7.21928470598825	6.68128058495065	5.57009856808917	7.98870740620022	6.51097773821522	7.29359119789613	8.84801882232878	7.43449479302315	7.03832643011055
TRINITY_DN5425_c2_g7_i1	0	4.55090066464752	4.60442720782333	0	2.44281082813601	3.83278876885498	0	6.41634997999645	5.81439660982118
TRINITY_DN36705_c0_g1_i1	5.19668572296163	6.21266660465505	4.4456604988647	0	0	0	2.04054179386285	0	0
TRINITY_DN10816_c0_g1_i1	6.40716577336141	5.83266220222529	0	6.62899225714273	3.68234856099057	5.78959885005233	7.68500102614849	6.50541460934675	4.85544160821557
TRINITY_DN5385_c0_g5_i2	3.4767705017566	4.28488423535779	0	6.61559285651096	0	5.67683155602301	6.84685682730878	6.34722271778136	5.18261285176927
TRINITY_DN4524_c0_g1_i1	5.52503526149477	6.03002702246458	3.38708677001591	7.05066493825338	5.83180125455011	6.58192363164004	7.56008822411877	7.69438574829299	6.49177294437872
TRINITY_DN18388_c0_g1_i1	5.62950233949197	2.93054811924785	3.17392693199981	3.9976537136842	3.99258717628776	1.37295209791183	5.34049105823438	4.63859519900325	2.24823120674876
TRINITY_DN5152_c0_g4_i1	5.88528150074267	6.81540891503185	5.13721659563721	0	3.98294795515753	0	0	3.72104448833216	0
TRINITY_DN4077_c0_g2_i1	4.92642646900806	4.75082085667328	3.8522985348681	0	2.21661006874244	0	0	0	0
TRINITY_DN33367_c0_g1_i1	4.93016960815008	3.43855900692367	0	7.16322699375966	6.25855661217727	6.43621182095422	4.43669488755288	4.95382395394117	4.93111569975779
TRINITY_DN19964_c0_g1_i1	6.16365973836986	5.36506258520111	3.56022582239965	7.13212438730843	5.56769754563139	6.10630643852566	7.4781143435739	6.66049513188851	5.58769502068595
TRINITY_DN10354_c0_g1_i1	4.8976760730598	6.78044134262235	6.2910141014173	5.1912862761214	4.9247650066909	6.44496516828289	4.61064101152219	4.21109009068274	5.71435543310108
TRINITY_DN7394_c0_g1_i1	6.852947666506	6.64257161946972	6.87884793102353	7.00415303595763	7.09645162447759	6.8886823744055	0	0	0
TRINITY_DN5110_c0_g1_i4	5.19865130140253	4.78518433900956	5.55000793636081	0	0	0	0	0	0
TRINITY_DN4860_c0_g1_i3	5.51023406057081	6.07328469186198	6.62294498857969	7.03842520687726	8.46107011403305	8.15856929723673	6.49631853309998	7.81492207207155	7.02655663933915
TRINITY_DN4621_c0_g1_i4	0	0	0	0	3.79170990169423	0	0	4.48407366617604	5.18301003676225
TRINITY_DN3235_c0_g2_i1	6.32340609995601	6.03784342409648	4.78062506357708	7.7389569417334	5.82764121673657	6.8918930401729	8.35464609608538	7.65629614124927	6.32088176164107
TRINITY_DN4719_c0_g2_i1	6.27191117422805	6.10641113869486	8.09365524284735	0	0	0	3.66402765972015	5.70489962322191	5.6963277316488
TRINITY_DN510_c0_g1_i1	7.55008491745784	6.56731727059219	5.90236305428899	3.81516551408758	3.03544796058228	0	0	0	3.25141613270546
TRINITY_DN425_c0_g1_i1	5.35617903184222	6.50333283235674	6.3770716778683	0	4.91513842592446	5.06419306192749	5.67745186386573	6.22506279861155	3.35219353774503
TRINITY_DN35558_c0_g2_i1	2.40244932671885	2.67874800996336	3.93790930570214	3.28865386360517	0	4.14518832312081	2.27381424458704	2.83713591392318	0
TRINITY_DN783_c0_g1_i1	6.65316036005061	6.65291665793111	6.91891092888435	4.32646544169087	6.24084856190448	5.21323061704012	0	4.97769206320873	4.94930146832828
TRINITY_DN36460_c0_g1_i1	7.4011099076125	6.64611944479825	5.15271074211861	4.16204886834889	3.90910103376804	4.59896064676216	0	0	0
TRINITY_DN35271_c0_g2_i1	8.21414423807543	8.89252156690702	2.41710988423005	7.24207845257723	6.07197713585133	8.32605640558977	7.62854760970683	4.79254304690811	6.93773279397796
TRINITY_DN331_c0_g1_i1	6.71333839565791	6.1629954724177	5.44923120066949	7.83325064284826	6.67676104961641	6.9193996770076	8.26071728350728	7.38275370120004	6.55678192216736
TRINITY_DN1614_c0_g2_i1	4.70442935207648	4.64466387286746	3.39272956248757	6.22195439385221	4.28028824480273	4.95591720994173	6.50476338372423	5.21073952016821	4.09988428273055
TRINITY_DN23009_c0_g1_i1	4.07621702161705	1.73682131744816	3.61917821605907	5.49987776949425	5.23568877124503	5.90556751865141	2.97636363573276	3.67536431274915	3.53032049467804
TRINITY_DN5437_c3_g6_i1	3.75178504602101	0	4.36387192485753	0	0	0	0	0	0
TRINITY_DN2566_c0_g1_i1	5.28806320032532	3.96032635712322	0	5.53726500097168	6.09775826083744	6.5097116747596	3.67683155602301	5.2960535430759	4.81966818349646
TRINITY_DN3846_c0_g1_i1	5.06978807968895	4.21932343241774	5.16019414151004	0	3.32178381816932	2.73443866613717	0	2.57410150808939	4.22766407255439
TRINITY_DN5432_c1_g8_i1	7.26462087347679	5.95967743404167	0	7.11277309958393	5.720059526764	7.03943453721829	8.61438961860786	7.77825457997077	5.54862157374327
TRINITY_DN5432_c1_g18_i1	7.79894479144314	8.8174953533453	6.57670352153546	9.52541705660302	8.59439552380077	9.34717177113174	10.5530570938024	8.90200421730487	8.78394441131659
TRINITY_DN4950_c1_g1_i2	0	4.61600474407973	0	6.79098050474205	0.0143552929770701	6.0880567698785	6.22237954007322	5.20785381715653	6.95793780782598
TRINITY_DN3947_c0_g2_i1	6.57229852730048	6.67919857056692	5.97711961514474	8.59426487921992	6.86434712310227	7.12605395205234	9.23632518715937	8.0385294639057	7.48609488501697
TRINITY_DN4437_c0_g2_i1	5.5384450434748	6.4062305208019	5.45802102273929	3.09356017616234	4.37364821133469	3.33756838526424	7.29270814046021	6.96342788300817	6.27357183594312
TRINITY_DN5195_c0_g1_i1	7.08227680204714	6.02394281987974	6.39494279850408	8.64830005283611	6.50180534576386	8.03093192786131	9.18162934842385	8.32801513053239	7.82341182595898
TRINITY_DN3970_c0_g1_i1	5.58303762379666	5.40582222051167	6.00112666545428	6.78259203555151	6.04005952909456	6.03916033253335	4.62655594938034	3.48065289118484	3.89433274227769
TRINITY_DN9677_c0_g1_i1	5.92542982124374	4.00522031341134	5.28351438303153	5.31498648546852	5.85382103658795	6.50194861635368	4.98212655672522	5.97650111600295	7.42085289822765
TRINITY_DN4532_c0_g2_i1	6.9414702261956	7.35088615655825	6.42092025093732	6.55578548519821	5.72085302068528	6.02023548840199	0	0	0
TRINITY_DN2385_c0_g2_i1	0	4.5737380630589	3.18539085314648	0	0	0	0	3.84579110371371	0
TRINITY_DN4532_c0_g1_i1	5.68518329171398	4.41237507512001	5.06651978142975	3.65821148275179	4.99873708923515	4.87356715162175	6.62819033461521	6.49534339887786	6.67662002646515
TRINITY_DN23779_c0_g1_i1	5.18919200596365	5.8602924293657	4.10726939359254	5.34088267410042	4.21147951359138	3.71578357222639	2.55973652443298	0	1.82048534298638
TRINITY_DN11294_c0_g1_i1	4.64454851724905	2.4743062402884	3.05952833525963	6.23842384774212	4.78722348428316	5.55909406890927	6.85713502936527	5.62052776311998	5.61465095740156
TRINITY_DN5371_c2_g6_i1	6.41411861572953	6.29995894034425	5.82063850887603	0	0	4.30684550031428	6.8641366092102	5.75165116936187	5.31864222457304
TRINITY_DN23484_c0_g1_i1	5.18523225423016	5.4238134468868	4.44698401167793	0	0	0	0	0	0
TRINITY_DN5152_c0_g1_i1	8.50650991121454	9.24830237562061	8.00802517132166	0.732920382108257	6.48097595252952	1.13422093976063	3.47638168756724	5.56827537178828	3.29234004027684
TRINITY_DN22819_c0_g1_i1	5.1471031439241	5.5424747473391	3.72824706552355	6.82508598475518	5.03430376776804	6.19977048401812	7.49923201330439	6.53392148581737	5.04780010215018
TRINITY_DN5212_c1_g1_i4	7.32601594516716	8.01552656073741	7.53870886830485	0	0	0	0	0	0
TRINITY_DN8518_c0_g1_i1	5.73665898889205	7.47083780188428	3.94560770318137	4.07886597229862	1.97306017280408	4.3467441913849	0	0	0
TRINITY_DN34588_c0_g1_i1	5.31983466897724	7.07057180009909	5.41562347512092	3.63017245928108	2.52957110757389	0	3.52243244833388	5.0386556597027	5.32034025687128
TRINITY_DN31667_c0_g2_i1	5.67168966284003	7.61889200854042	5.94551406728707	7.60785550710689	7.25111310917129	7.25927248703759	7.93703241799561	6.68746666921857	7.19109870607096
TRINITY_DN14526_c0_g1_i1	6.16126291658309	0	3.76468585252213	7.47844606363557	5.92799124003948	6.33810346323379	8.29873620286653	7.42336807078178	6.57147962412917
TRINITY_DN5120_c0_g5_i1	7.09171041104115	5.56754544764375	5.26554941467293	3.76744293318947	3.42881238357891	3.45483390689887	0.793271654498083	2.43482835641991	0.804053558967353
TRINITY_DN32989_c0_g1_i1	4.57185880375301	2.59669666068723	3.18855917558136	5.90105995923998	4.36562255611334	4.73107460080699	6.77703827807488	5.67513845051136	5.65337535715112
TRINITY_DN36237_c0_g1_i1	4.98267420763938	0	3.57519129414717	5.99478335249464	4.51702367206458	5.50124804706721	7.13827180017222	6.4734297646783	5.55271520154588
TRINITY_DN5152_c0_g7_i1	3.82171021503467	5.77365353885879	3.15914476194039	0	0	0	0	2.54052329643822	1.68706068833989
TRINITY_DN5207_c0_g2_i1	6.48615121310239	5.91073266190291	0	6.79174896612601	5.83131991285765	4.49563121195845	8.32850888444034	6.74104894877345	7.06279091052027
TRINITY_DN36869_c0_g1_i1	5.0830431287018	1.62152444367146	0	0	0	0	4.48542682717024	1.85798099512757	3.75488750216347
TRINITY_DN27856_c0_g1_i1	4.08898959256785	3.92808602012301	2.74760223027494	4.12142990894896	4.57875761029914	5.21179097625254	6.86902004389395	5.16948411059584	5.45041947339778
TRINITY_DN5128_c1_g2_i2	5.88454908146871	5.75090123040235	5.42081922069363	6.20949235685991	5.98016243203304	5.6413726178197	0	0	0
TRINITY_DN5326_c0_g4_i11	5.45644477324913	5.67205754929923	6.88887716374155	0	0	0	5.4757334309664	5.9273750176736	6.48007119839789
TRINITY_DN13509_c0_g1_i1	6.73027312240863	6.56387502783542	8.81662530416163	5.1668760924852	7.89296774576406	7.55803798477699	5.03966482888484	6.15252822902309	6.94913802056385
TRINITY_DN5433_c2_g1_i4	5.67477134894191	5.76062016107245	5.93321853025166	7.20998940270423	7.02926513768847	7.3197533972514	0	0	0
TRINITY_DN2694_c0_g1_i1	7.82168470747112	7.30331499295886	6.75560866940712	0	0	0	8.14295965513236	7.9205136421871	7.29317733202196
TRINITY_DN27004_c0_g1_i1	5.79129314859221	4.6463931012189	5.31248366367039	2.04788732939655	0	0	2.76765479823735	3.45995613965412	5.3305584000308
TRINITY_DN5378_c3_g6_i1	5.30092906550743	7.78447126541778	5.52321692250897	5.24967287756465	5.9273038981527	4.83890135743951	7.36270657792673	6.01651860554712	5.88667207380157
TRINITY_DN5428_c0_g4_i9	5.69133874020387	5.05493527914004	4.87798958538721	3.49210955265261	2.59072177000984	1.92029330021101	4.68212378961972	4.47793631599449	3.5100757818138
TRINITY_DN25283_c0_g1_i1	6.16988492602346	6.36271534344683	6.82906306656021	5.68408935275804	5.89849860400168	6.15609319155587	4.95349806319688	4.07510472220949	4.30553283223929
TRINITY_DN305_c0_g1_i1	5.45677330060877	5.27954558286885	3.86453284514812	6.45211766382867	4.24191643393021	5.39135530534338	7.11884765779013	5.82832692641482	5.60181534972849
TRINITY_DN23890_c1_g1_i1	4.76505730504046	6.72609551652447	8.13647851834917	4.78146463298515	6.49582305545168	6.41869594960205	4.10525901871104	5.65926811980355	7.45668296304239
TRINITY_DN23814_c0_g1_i1	6.13809769337092	4.28051096885426	5.38584514857967	0	3.99602712342508	2.11470017240548	2.93451650158608	3.93894440638574	4.19747227572393
TRINITY_DN35623_c0_g1_i1	6.34113182886045	6.13276189715462	5.42081922069363	6.04456898088717	5.29524547515673	5.48191242153794	0	0	0
TRINITY_DN38886_c0_g1_i1	5.29726479694994	6.45251307170148	6.04371633067944	5.71890955437923	5.74566760205268	5.53294028837287	3.28273632027634	1.52406367577721	0
TRINITY_DN35157_c0_g1_i1	5.77507688702496	5.20492321668599	0	6.77798510960498	5.54794331129035	6.30586111124628	7.58657711475844	6.33728292918083	5.51771662430591
TRINITY_DN120_c0_g1_i1	7.14829353260494	6.78392804630722	6.2538569375038	0	2.12730310578213	0	6.99799235594499	6.03357717444876	5.32614181831132
TRINITY_DN4741_c0_g1_i1	5.58964365683906	5.16747836141156	4.81311419134629	0	0	0	6.44959438785201	5.83420555702808	5.30560578958543
TRINITY_DN30713_c0_g1_i1	7.38619877461789	8.44899590562651	7.24827865305341	4.43829285157915	5.86076420262883	5.63618957152566	6.45406070992356	7.2118007083773	6.63732042621168
TRINITY_DN5076_c0_g2_i1	4.29909809457749	7.96618241355411	3.84096670448742	4.72306702220563	0	0	4.60798122926484	0	3.75092802065037
TRINITY_DN25623_c0_g1_i1	4.90732333921249	6.50895150303534	6.55607682257958	4.68974643849356	5.78044134262235	6.62712527580593	2.48026512205446	5.03307054443171	5.75958197323355
TRINITY_DN2705_c0_g2_i1	4.65432096394498	4.96776806850785	4.79991620298901	0	2.83592407425437	2.06039331222714	0	0	0
TRINITY_DN579_c0_g1_i1	5.65059225244541	4.91652441500579	4.50684309896982	0	0	0	0	0	0
TRINITY_DN4680_c0_g1_i1	6.35210523848981	8.17970510836528	6.15303515284396	4.80374366850523	5.48947871167732	5.16940393414584	4.64483688900257	4.99972946931679	4.90539903996306
TRINITY_DN12428_c0_g1_i1	5.39780296186249	5.08580703533898	0	6.97865326490861	5.17356721249363	6.01689740895177	7.52975849084606	6.34292802865647	5.08478713247223
TRINITY_DN4987_c0_g1_i1	6.11644793551166	5.89362917202242	4.5223696719685	7.3353099545876	5.79626029670285	6.51075625729968	8.1993631627712	7.20232955853807	6.06114974189132
TRINITY_DN1511_c0_g1_i1	5.3023921709935	3.84849775538515	5.15271074211861	0	0	0	0	0	0
TRINITY_DN31600_c0_g2_i1	7.16386097071377	7.51606243736848	7.0668211186617	5.08355378708985	4.90727526299938	4.56034812096632	7.78387567702972	7.91661398055775	7.36282052553426
TRINITY_DN28600_c0_g1_i1	6.82537860389293	7.01818904901106	7.56467539653869	0	0	0	8.27413117906091	7.15839762296445	8.0348539737321
TRINITY_DN552_c0_g2_i1	6.76819756045053	5.9137989649507	5.79204842496696	5.53421727157768	5.92592823118937	5.96305790190894	0	0	0
TRINITY_DN5420_c5_g5_i1	4.46499492726543	3.21521263491763	0	0	0	0	0	0	3.54794331129035
TRINITY_DN5307_c1_g1_i1	6.25521745369448	6.37953432567267	5.49262232857445	7.27101474232914	4.21521263491764	6.98742319722562	7.8169452361804	7.01596136097249	6.5997194783477
TRINITY_DN5421_c5_g4_i10	3.67931118873496	0.861558419572029	0	0	0	0	0	0	0
TRINITY_DN133_c0_g1_i1	10.0128856807398	10.4795317111209	10.6667415045669	0	0	0	0	0	0
TRINITY_DN37582_c0_g1_i1	6.27489526411144	5.90955711566292	5.73592828427765	2.46910452186831	3.88489092340265	3.41088377719558	0	0	0
TRINITY_DN5362_c6_g6_i6	5.40053792958373	4.63668261716848	2.5670586262992	6.92220974391989	4.37969026741642	5.65812577555012	5.22469631659158	0	0
TRINITY_DN5351_c2_g1_i6	7.15509143590339	7.02986142956231	5.46002169137465	8.15341016183153	6.61775395553084	7.5031976513872	8.77321504926543	8.13316790576114	6.59902017739168
TRINITY_DN5422_c5_g9_i2	8.25671820137233	7.75676979223913	7.67824800459908	0	0	0	2.47456583453847	2.25217341320203	3.31846146516758
TRINITY_DN5355_c4_g9_i1	6.7211538870083	4.67722632823532	6.43536189749141	7.86474949065491	7.61259577820049	6.28893065379338	8.55578548519821	7.91863071809757	6.8033432947821
TRINITY_DN9497_c0_g1_i1	6.90415891295764	0	5.69309661038579	0	0	0	8.42561036088537	7.7073246174326	6.58175796475101
TRINITY_DN30284_c0_g2_i1	5.87573092411718	6.37218598500431	5.29601682253322	0	0	0	0	0	0
TRINITY_DN5432_c1_g17_i1	7.865615747498	8.5702010544666	7.34497048755323	9.64729112169354	7.7803822844893	8.61976146329842	10.0950765348258	9.32607663537556	8.32384290296758
TRINITY_DN5254_c0_g3_i2	6.17907307967521	5.97579066021354	5.650391201982	0	0	0	0	0	0
TRINITY_DN3870_c0_g1_i4	5.7211538870083	0.12300395405482	5.37054792501552	5.7952474508048	4.63905847361596	0.154453592679872	4.39163026151743	4.95140129167431	5.41889830058292
TRINITY_DN4845_c0_g1_i1	6.89970735706004	8.28031608718963	7.98687734641737	8.86710572950265	9.051736427578	8.9703964140981	9.06105791087086	9.06074726262039	9.61539790443184
TRINITY_DN3633_c0_g2_i1	5.98447542490412	6.34308797760022	6.11636475669178	0	0	0	6.91910167955939	6.82366020796609	6.81307570117431
TRINITY_DN5369_c4_g6_i1	6.31148495088171	5.84307936452527	7.61757031448904	5.13163063775306	5.38901605968851	6.87324722811653	5.72593197656122	5.58865467817884	7.94262006452914
TRINITY_DN5263_c1_g4_i1	4.92024565427759	4.43749409080897	4.65288798438688	3.65374794290996	0	2.14567745519564	0	0	0
TRINITY_DN36616_c0_g1_i1	6.17168721868987	7.00509677432705	7.90919106135247	6.69812122085066	6.98380308151722	6.59475753410867	9.91611234183345	7.39491708270253	7.00994055832416
TRINITY_DN5173_c0_g1_i2	7.52697647218166	7.30708238258791	6.74901126296849	8.5837597536395	7.15237611713706	8.15785216914174	9.73111873710455	8.80771233124097	8.11423166182119
TRINITY_DN38691_c0_g1_i1	6.45165621763215	6.61748950502463	4.23143240844797	7.25279787050612	5.8676741137192	6.69052884140146	7.7456339918356	7.77068371228891	5.57173747711591
TRINITY_DN5311_c6_g2_i1	7.67843112526572	5.79275125805595	0	7.45725774195074	6.30372596124921	4.37580403089024	8.19498333484193	6.3817332792046	5.95835550946531
TRINITY_DN3190_c0_g1_i1	4.94054264809852	4.53075745746122	4.84488775687458	4.60163709618643	3.9518675043269	4.22866479481694	1.48800077083407	0	0
TRINITY_DN5152_c0_g3_i1	5.18165916140838	5.85564093743296	4.47521461587823	0	1.93357263826102	0	1.75232042845967	3.04666566776349	0
TRINITY_DN3473_c0_g2_i1	6.63151176578643	6.87650466825708	5.59021276140836	6.90191675610923	6.17300747047983	6.04594527529383	8.0943627646667	7.30477568198594	7.20002561465184
TRINITY_DN18176_c0_g1_i1	5.58964365683906	5.41883085340942	6.00090140274153	4.87582920034616	5.49101929829675	5.13039552406463	0	0	0
TRINITY_DN5372_c3_g30_i1	0	5.05450121618256	2.88225175696972	0	0	0	0	0	0
TRINITY_DN4427_c0_g1_i1	7.21511554061992	7.02146862288002	6.4665129266339	0	0	0	7.88462234013074	7.38657817933225	8.02400378909076
